révolution;541;178;723
émancipation;8;0;13
élu;23;0;0
élevé;3;1;21
vision;1;2;19
village;13;3;6
tendre;4;7;10
sang;21;1;2
riche;6;1;18
preuve;7;3;15
nucléaire;12;0;7
message;6;2;5
massif;15;1;9
inégalité;1;1;18
investissement;1;0;24
indépendant;13;7;3
industrialisme;0;0;21
généralement;3;1;21
gouverneur;17;5;2
ghannouchi;0;23;0
gagner;20;0;4
fédération;13;3;0
espace;5;4;14
dérouler;9;1;8
déposer;8;5;11
débuter;10;2;13
duplessis;20;0;0
drapeau;15;4;3
consommation;0;0;25
conserver;7;4;11
chômage;1;4;19
avis;10;3;4
arrestation;18;5;1
apple;0;0;9
accroître;3;0;22
abandonner;14;4;7
werth;6;0;2
watt;0;0;22
voter;19;1;1
vivant;2;1;11
unité;15;0;9
tribunal;18;3;2
succéder;14;1;9
subir;10;7;7
slogan;9;8;5
roger;0;1;2
revendication;13;9;2
responsabilité;12;0;11
refus;8;1;12
pédophilie;1;19;2
prêt;12;4;5
protectionnisme;0;0;20
personnel;6;2;11
nécessité;11;1;12
mutation;0;1;21
morceau;0;2;4
min;1;1;2
maintenir;13;5;6
km;3;1;14
jefferson;10;0;8
investir;6;3;12
infrastructure;3;0;19
germinal;17;0;4
franklin;3;0;12
financement;1;8;15
exécution;23;0;0
extension;5;2;17
espagne;11;0;13
environnemental;0;0;21
enregistrement;3;0;0
désir;11;1;11
droite;17;0;3
do;7;0;0
correspondre;1;1;17
contraindre;8;3;13
conquête;14;2;5
commandement;21;1;1
citer;3;2;17
autonomie;6;0;18
aspect;5;1;14
antoine;10;0;2
accompagner;6;0;16
établissement;11;4;6
équilibre;9;0;12
xvie;1;0;19
world;4;1;2
uni;12;1;8
tournant;4;1;17
théologien;0;0;20
taille;0;0;23
suprême;11;8;2
spectacle;13;1;8
smith;0;0;22
réunion;17;4;2
réflexion;0;1;17
rappeler;7;6;10
professeur;9;5;7
port;8;0;14
phrase;1;0;11
opposant;14;9;0
officiellement;15;4;3
occasion;13;4;6
nam;19;0;2
modéré;21;0;2
kirghize;6;12;0
justifier;13;0;10
jasmin;1;16;0
interprétation;5;0;14
interprète;5;0;1
instaurer;13;0;10
immédiat;19;2;2
hypothèse;2;0;20
gouverner;13;3;5
from;1;2;0
forcer;17;2;3
fondamental;7;1;15
faveur;16;3;4
exploitation;1;0;20
exode;0;1;20
espoir;11;5;7
durable;3;1;17
diviser;13;2;7
disparition;5;0;14
différence;6;0;14
diffusion;6;0;13
célèbre;10;0;13
cuba;19;0;2
coût;4;1;17
construction;2;1;19
comte;7;0;9
comportement;3;0;18
complot;14;6;0
chambre;21;1;0
cardinal;3;12;6
caractéristique;2;2;19
capitaine;7;1;2
bois;3;2;13
be;0;5;2
bastille;16;2;1
baser;2;0;20
baisser;2;3;17
avocat;5;14;2
attaque;17;3;3
apprendre;12;2;8
agent;10;4;7
adoption;5;1;15
achever;5;0;9
échelle;4;0;15
viêt;18;0;2
vatican;2;14;3
ugtt;4;18;0
tsariste;17;0;5
traitement;3;0;19
train;8;2;9
session;3;1;0
scandale;7;12;3
regrouper;9;2;7
rebelle;15;1;0
préparer;14;4;4
portant;6;6;10
physique;0;1;21
personnage;1;1;12
ouvertement;17;3;2
mythe;4;0;8
moyenne;2;2;18
mauvais;6;2;14
maurice;11;3;2
large;7;4;9
individuel;5;1;15
incident;20;2;0
impôt;14;1;3
ianoukovitch;0;21;0
hébert;16;0;0
exiger;11;2;9
exercer;10;6;6
espèce;1;0;20
emploi;3;3;16
dépasser;4;1;17
doi;0;0;4
complet;9;2;9
chiner;2;2;1
chasseur;1;0;19
carte;0;4;12
biao;16;0;0
approcher;4;1;17
alexander;6;1;13
adam;0;0;20
abolir;16;0;5
énorme;7;2;9
émerger;0;0;21
écrivain;8;2;10
zhou;18;0;0
vraiment;4;3;10
von;3;0;12
unique;11;1;9
tradition;5;0;15
table;0;0;3
séparation;6;2;6
séance;12;1;4
surface;1;1;16
souverain;13;3;4
shaoqi;19;0;0
serment;17;2;0
retenir;2;0;15
pékin;19;0;0
prêtre;16;4;0
prononcer;15;1;3
proclamation;14;3;3
possibilité;9;1;10
pont;5;0;9
oeillet;13;3;0
nationaliste;17;0;3
musée;11;1;4
monopole;3;0;18
minorité;15;1;4
mineur;4;8;6
kirghizistan;1;13;3
interpréter;3;2;7
interne;5;0;15
interdiction;11;4;5
intelligence;1;0;19
homosexuel;10;3;4
foyer;6;0;15
final;11;1;2
feu;7;12;2
fameux;6;3;6
ex;5;4;7
engendrer;4;3;14
déclencher;13;3;5
disperser;3;18;0
considérable;2;2;16
compétence;8;6;5
communiqué;13;8;0
center;1;2;2
braudel;0;0;11
big;0;0;11
bible;1;0;17
autrement;3;1;12
automne;17;3;0
attribuer;5;5;10
artificiel;0;0;21
africain;2;5;12
aboutir;11;3;6
écriture;2;0;14
échapper;5;1;12
xiaoping;17;0;1
vente;7;2;8
tôt;3;4;12
tâche;4;0;14
simone;0;14;3
rétablir;18;0;1
rejeter;10;1;8
rang;12;3;5
prôner;6;2;9
provincial;11;0;3
pennsylvanie;6;5;8
orient;2;6;11
obliger;11;2;7
noblesse;12;0;8
mur;17;1;1
mortalité;0;0;18
monarchiste;20;0;0
midi;11;3;4
mexique;5;0;13
menchevik;20;0;0
lyon;7;8;0
jiang;17;0;0
introduction;1;0;8
intermédiaire;3;2;15
initiative;13;3;4
iii;13;0;4
hiver;12;0;3
historiographie;8;0;7
fuite;10;10;0
friedrich;6;0;12
fondement;2;1;17
fiscal;12;1;7
finance;5;6;8
express;1;15;1
explosion;4;1;15
engrais;0;0;19
défaite;17;2;0
dominique;2;8;3
dieu;6;1;11
desmoulins;7;0;1
danger;12;2;5
courir;5;5;6
convenir;1;4;15
confirmer;11;4;5
clan;1;16;2
cerveau;0;0;12
capable;5;1;13
bond;16;0;3
bonaparte;16;0;2
bienvenue;5;0;0
bibliothèque;10;2;5
avantage;2;0;17
autoritaire;10;6;4
associer;6;0;11
assassinat;14;2;0
armer;14;6;0
appui;15;2;2
aider;8;4;7
adapter;0;0;19
adaptation;0;0;14
étudier;2;1;16
époux;6;4;3
éliminer;15;0;2
vérité;4;1;11
volontaire;12;0;7
versailles;15;0;1
vendre;2;1;16
varenne;10;0;0
trahison;13;6;0
tonne;0;2;13
tomber;8;3;8
supprimer;14;1;3
substituer;3;1;15
spécialisation;0;0;18
spontané;11;5;2
soulever;12;3;4
science_fiction;0;0;14
régner;8;1;9
rébellion;12;1;4
romain;7;1;9
renvoyer;7;4;8
quartier;14;3;1
pur;7;1;8
promouvoir;2;8;9
prince;15;0;4
placer;10;2;7
pib;0;0;15
payot;3;0;11
palais;9;9;1
organisme;6;3;10
négociation;10;7;2
mile;1;0;2
loyaliste;12;0;4
london;0;3;1
locomotive;0;0;11
live;0;0;3
lisbonne;19;0;0
ligue;11;4;1
leader;7;7;3
latin;2;0;11
italic;2;0;2
issn;1;2;0
invasion;17;0;2
indien;6;0;12
gouvernemental;10;7;1
féministe;4;4;10
fonte;1;0;18
fleur;13;1;1
expansion;6;1;12
erreur;4;5;10
entretenir;4;3;12
entreprendre;7;2;8
enlai;16;0;0
encourager;7;0;11
edward;0;0;12
détenu;5;10;2
double;6;0;7
directoire;16;0;0
directeur;5;8;4
cuivre;4;0;5
coton;0;0;19
concentration;0;1;18
comparer;2;4;7
chiffre;7;2;7
cesser;4;0;15
by;0;2;2
brumaire;13;0;3
bout;11;1;3
blé;0;0;19
avancée;2;5;11
anne;2;2;4
agitation;12;3;3
adversaire;14;2;3
accélérer;4;2;7
absolu;9;0;9
abattre;17;1;0
écarter;8;6;4
âgé;0;6;9
virginie;15;0;1
victor;6;2;5
vendée;15;0;0
variété;0;0;15
tom;1;0;5
tchéka;16;0;0
sonore;0;0;6
scolastique;0;0;18
salaire;6;1;10
régional;2;10;5
revendiquer;8;2;8
ressource;4;1;12
rejet;8;1;9
rassembler;10;3;4
rassemblement;5;12;1
rapprocher;7;0;11
qing;15;0;0
procédé;0;0;15
post;4;5;5
polémique;3;8;3
pointer;3;2;9
playboy;1;2;2
planète;2;1;14
photographie;5;2;9
perrin;1;0;3
organisé;10;4;2
offensive;16;0;0
occupation;17;1;0
nourrir;5;2;11
napoléon;13;0;5
mécanisation;0;0;16
municipal;16;0;1
moral;8;0;10
moeurs;8;1;6
massachusetts;9;0;2
marshall;8;1;6
manuel;7;0;6
man;0;0;4
maintien;11;0;7
lourd;8;1;9
langue;9;0;7
judiciaire;6;9;1
isabelle;1;16;1
insurgé;16;0;0
impossible;9;0;6
immédiatement;12;2;4
immense;8;0;9
imaginer;3;2;10
hôtel;17;0;1
gens;4;1;12
frère;8;2;4
foi;7;2;4
exploiter;0;1;17
essentiel;2;0;16
efficace;4;2;12
dialogue;2;3;11
cueilleur;0;0;17
craindre;8;2;6
continent;2;0;15
contenu;5;4;9
commandant;14;0;0
climatique;0;0;16
chaîne;1;4;10
chance;7;0;4
carbone;0;0;16
bourse;2;1;13
bold;7;2;5
autopsie;1;0;6
artisan;3;0;15
arrivée;6;2;10
annexe;1;3;8
alfred;1;0;10
agriculteur;1;0;15
admettre;10;0;8
accroissement;0;0;17
accident;5;0;9
1re;4;0;2
émettre;5;1;8
vitesse;1;1;15
velours;11;1;0
téléphone;1;2;13
tsar;14;2;0
trabelsi;0;14;1
tibet;14;2;0
thème;7;2;8
tenue;8;7;2
system;0;0;12
sphère;2;3;9
sino;16;0;0
simplement;10;0;4
signe;6;3;8
signature;10;0;4
sentiment;9;1;4
secrétaire;8;7;0
samuel;0;0;13
renouvellement;4;0;12
renaissance;0;0;13
regard;3;0;14
rapporter;2;5;9
progressif;3;1;13
productif;0;0;15
pie;3;1;4
pesticide;0;0;15
penseur;0;1;16
pauvre;3;1;12
observer;2;0;15
nécessiter;1;0;16
métaphysique;0;0;15
multiple;4;7;2
montagne;5;0;8
monnaie;2;0;14
mexicain;3;0;13
maoïste;12;0;1
liban;4;10;0
lewis;1;0;11
just;9;0;0
joindre;5;1;0
inventeur;1;0;16
intégrer;3;0;14
introduire;0;2;15
inférieur;2;0;14
infoboxarticle;0;0;8
hongrie;11;0;3
google;2;7;5
genève;7;5;3
féminin;3;0;12
fixer;8;0;9
fille;10;1;3
fidèle;6;6;5
ficher;2;0;6
exemplaire;4;1;12
espérer;12;1;3
envisager;3;6;5
engels;7;0;10
emparer;15;0;2
démissionner;8;9;0
dizaine;10;3;4
dissoudre;12;5;0
diplomatique;7;7;2
destiner;12;0;5
degré;3;0;10
controverse;1;3;13
contre_révolution;14;0;0
compléter;1;1;11
complètement;4;1;9
citation;10;0;5
causer;2;5;10
capacité;4;0;13
calme;7;10;0
brown;0;0;11
bouazizi;0;16;0
bonheur;3;0;11
berger;7;0;0
benjamin;7;0;8
avance;6;2;9
audience;10;0;4
artistique;0;1;14
aristote;0;0;17
abrogation;9;0;6
égard;7;2;5
wang;12;3;0
volume;4;0;6
viii;9;0;6
urbanisation;1;0;15
uniquement;6;1;8
tulipe;2;11;0
tocqueville;1;1;7
théoricien;5;0;11
terminer;7;1;7
suprématie;1;0;11
suffrage;14;1;0
spécialiser;2;0;13
soumettre;8;0;7
sol;1;0;9
signifier;2;2;12
savant;0;0;13
salle;10;0;3
retard;3;0;13
restauration;10;0;4
relancer;9;0;6
ratifier;14;1;0
quart;4;0;11
purger;12;2;2
précéder;8;1;6
professionnel;7;0;9
pro;5;9;0
privilège;12;0;4
poursuite;8;7;0
parution;2;3;1
pacte;15;0;1
oeil;9;3;4
notable;10;1;5
mécontentement;10;2;3
mère;7;3;3
minier;0;5;8
micro;6;0;4
max;1;0;11
maoïsme;13;0;1
main_d_oeuvre;1;0;15
lutter;9;1;6
kirghizstan;2;10;0
jeter;8;0;8
inviter;7;3;5
intituler;4;2;7
ier;5;1;7
héliocentrisme;0;0;14
héliocentrique;0;0;16
hostile;12;3;0
hebdomadaire;3;8;2
géographique;2;0;13
glorieux;9;0;4
franc;4;3;6
foncier;4;0;12
exportation;0;1;15
essayer;8;3;5
engagement;5;2;6
décréter;14;1;1
découvrir;5;1;6
dominant;4;0;12
dollar;1;9;6
digital;0;0;11
céder;8;1;7
couple;0;1;11
cosmologique;0;0;14
correspondant;2;0;9
contre_révolutionnaire;14;1;0
connecter;0;0;12
confier;13;3;0
chimique;2;0;13
chasse;2;0;9
brûler;6;6;3
belgique;6;2;5
baptiste;2;0;9
bakiev;6;7;0
autriche;13;0;2
automobile;0;1;13
attacher;3;0;13
assister;6;1;9
aspiration;12;1;3
argent;10;1;5
appareil;6;0;10
annie;3;2;0
analyser;1;0;15
amérindien;5;0;7
alternative;2;4;9
alexis;1;2;4
aimer;3;7;5
administratif;7;1;8
étienne;2;3;6
érotique;1;1;12
youtube;0;5;0
xavier;1;0;8
we;2;1;1
voisin;4;4;7
viol;9;5;1
vigueur;6;4;5
témoignage;5;2;6
théâtre;12;0;3
terrain;4;3;8
tchécoslovaquie;13;1;0
surveillance;6;5;3
supporter;8;0;4
stable;4;1;10
spécifique;4;0;11
similaire;5;3;7
say;0;0;6
révélation;3;5;7
réponse;7;2;3
réfractaire;9;0;4
réception;3;2;9
rumeur;6;8;1
roser;12;0;0
robot;0;0;10
remise;8;3;4
recours;7;0;8
recommandation;1;0;9
rare;2;3;10
préférer;10;1;4
propager;12;2;0
producteur;1;0;5
poids;6;0;9
paysannerie;9;0;6
party;10;0;0
paléolithique;0;0;11
négatif;3;2;10
nationalisation;9;0;5
natalité;0;0;13
métropole;7;1;7
monétaire;0;0;13
modernité;2;0;12
marchandise;1;1;13
mandraud;0;15;0
lévy;1;0;2
légal;3;6;5
logique;3;2;8
litovsk;12;0;2
lesage;10;0;3
laurent;1;2;9
lady;1;0;2
kasbah;2;12;0
k;2;0;5
jusque_là;4;4;7
ioulia;0;15;0
instrument;5;1;7
inquiétude;2;2;10
info;0;12;1
influencer;5;1;9
inconnu;6;0;4
human;0;0;5
hausse;3;1;10
gros;0;0;14
gille;0;10;4
gaz;3;3;9
gafsa;0;15;0
fête;10;1;1
féodal;6;0;9
fuir;5;6;3
ford;0;0;12
fonctionnaire;8;3;4
fil;2;0;11
facebook;0;9;6
entièrement;6;2;6
enlever;1;1;9
démocrate;7;8;0
délégué;14;0;1
définitivement;5;2;8
doute;7;1;7
dos;12;0;0
description;0;0;6
dangereux;9;0;4
couper;11;1;3
contribution;6;5;1
contradiction;4;1;9
confronter;6;1;8
condamnation;7;2;6
concentrer;3;0;12
cohn;1;14;0
coeur;2;4;9
choix;2;2;11
chimie;0;0;13
chen;12;0;0
castro;12;0;0
cahier;6;1;1
brest;12;0;2
bendit;1;14;0
autonome;8;0;6
auguste;0;0;10
attentat;10;3;0
astronomie;0;0;12
antiquité;1;2;7
anonyme;2;1;8
amériques;0;0;4
amélioration;3;0;11
air;7;0;7
ahmed;0;13;0
accentuer;7;0;5
4e;4;0;5
évènement;8;5;1
écran;0;0;11
ébranler;2;0;9
virtuel;0;0;14
ultra;11;0;2
télécommunication;0;0;13
transporter;0;0;14
totalement;5;0;9
thermidor;11;0;0
take;3;0;0
séparer;11;0;3
syrien;6;4;0
syndical;3;9;1
suspendre;6;4;1
stratégie;4;1;7
stone;4;1;1
statut;6;1;6
star;4;0;4
standard;0;5;5
spécial;8;1;5
song;8;0;0
sauver;8;0;5
réhabiliter;5;2;5
régiment;14;0;0
ré;3;0;1
rompre;10;2;2
rentrer;9;0;4
renoncer;9;1;4
remporter;10;2;0
radicalement;1;0;13
puissant;6;2;5
précisément;0;1;13
proximité;2;3;9
procéder;9;0;4
portrait;8;2;3
pied;5;0;9
perfectionner;0;0;13
participation;4;5;1
pain;5;4;3
oublier;7;1;3
orientation;6;0;8
ordonner;10;1;3
nantes;2;2;9
médecin;3;8;3
modernisation;3;0;11
mer;3;0;11
menacer;11;0;3
matin;5;8;0
mathématique;0;0;14
marxiste_léniniste;6;0;1
marat;12;0;0
mandat;4;8;1
majoritairement;5;4;5
machinisme;0;0;14
législation;0;0;13
luc;6;0;2
kiev;2;9;0
kerensky;14;0;0
jésuite;3;0;9
jules;2;0;7
iv;6;0;4
instruction;8;3;3
instance;3;5;6
incapable;7;4;3
hébertistes;13;0;0
hill;10;1;2
heurter;6;1;4
génie;0;0;6
grossesse;3;1;10
grec;4;0;10
graine;0;0;13
genèse;4;0;6
fiction;1;0;10
fayette;11;0;0
faux;3;2;8
faim;5;1;8
exposer;1;0;13
esclavage;7;0;5
enragé;11;0;1
dégager;1;7;6
définitif;5;1;8
déclin;2;0;10
déboucher;6;0;8
dysfonctionnement;1;6;6
dynamique;2;0;8
drainage;0;0;10
discussion;2;8;4
cycle;0;1;8
culte;10;1;3
cri;5;0;2
courrier;2;5;6
corn;0;0;12
consulat;8;0;2
considérablement;4;3;4
compagnon;7;0;1
combustion;0;0;12
circuler;4;2;8
cinquième;9;3;0
cf;3;4;2
canon;11;0;1
calendrier;10;1;0
bulletin;8;5;1
benoit;3;10;0
beau;1;4;7
avenir;4;0;9
av;0;1;11
auto;5;3;1
astronomique;1;0;13
astronome;1;0;12
assolement;0;0;11
associé;0;0;13
argument;2;0;9
agence;2;11;0
activiste;6;5;0
évidence;0;1;12
éventuel;2;5;1
étatique;1;1;10
élevage;0;0;11
électeur;12;0;1
élaboré;4;1;8
éditer;1;0;8
écraser;8;0;5
écho;2;4;4
zine;0;12;0
yves;1;1;3
venise;0;4;9
sécession;2;0;7
suppression;10;0;2
supplémentaire;1;0;2
suffire;2;3;8
stratégique;11;1;0
spécialiste;1;1;10
spectaculaire;1;0;12
souveraineté;10;1;2
sommet;11;0;2
society;7;3;0
silence;3;8;1
serge;3;0;2
saisir;2;2;6
résumer;4;2;7
résoudre;5;2;6
récupérer;4;2;4
récolte;7;0;6
rivière;2;2;7
rivalité;6;1;5
remplacement;6;1;6
remonter;1;1;11
record;1;1;3
pétition;12;0;1
pt;11;1;0
précurseur;1;0;11
prusse;7;0;6
proto;0;0;13
payer;2;1;9
parallèle;4;1;7
oriental;5;0;6
organe;9;4;0
opposé;5;0;8
office;6;1;6
observation;2;0;10
notice;3;0;3
normal;1;3;6
navire;3;0;8
mlf;2;11;0
massivement;8;1;4
maréchal;12;0;0
maritime;1;0;10
lefebvre;0;0;3
lecture;2;1;7
kripke;1;0;2
king;8;0;0
jugement;11;1;1
institute;0;6;1
instituer;8;0;5
insister;4;1;5
informer;2;2;8
industrialisé;2;0;11
impérial;8;0;2
identique;1;0;11
identifier;3;1;8
hésiter;9;0;4
hégémonie;2;0;11
hiérarchie;6;1;5
générer;0;1;12
généralisé;3;0;9
grain;6;0;4
gestion;3;3;6
forger;4;0;9
fonds;4;6;3
flux;0;0;9
facilement;0;0;13
expédition;9;0;2
entamer;7;2;4
enfuir;10;2;1
empereur;8;0;2
economic;0;0;7
déterminer;4;1;8
dossier;1;3;7
domicile;3;0;10
dispositif;8;1;4
dette;5;3;4
destination;5;2;2
cultiver;1;0;12
crime;6;3;2
crainte;5;0;8
couverture;1;6;5
contrairement;3;3;5
contrainte;2;0;11
conclure;2;1;7
commenter;7;0;3
colonisation;3;0;8
clore;4;2;4
christophe;1;4;6
charlie;3;0;0
chapitre;0;4;5
chaos;3;5;1
caron;0;0;6
cannibalisme;9;0;2
camille;3;1;0
bruxelles;3;2;8
blaiser;0;0;10
bientôt;3;1;9
aéroport;12;0;0
avorter;2;11;0
avancé;4;0;8
attitude;1;3;7
assurance;5;0;5
amendement;6;6;0
affiche;8;3;1
affecter;3;2;8
acts;7;0;4
accumulation;0;1;10
académie;0;2;8
abidine;0;12;0
évêque;4;8;0
élève;6;3;1
élever;2;3;7
égypte;2;6;4
écossais;0;0;12
zh;0;4;0
voyage;5;1;4
violemment;7;4;1
vertu;9;1;2
veille;6;2;3
vallée;1;0;10
urgence;10;2;0
tunisia;0;9;0
time;0;4;0
territorial;9;0;1
temple;7;0;1
tchèque;9;0;2
suspect;10;1;0
stimuler;0;0;12
stephenson;0;0;12
souffrir;7;0;5
sociologue;0;0;12
situationniste;7;0;4
shanghai;9;0;0
scolaire;7;3;2
schumpeter;0;0;8
réédition;0;0;3
résumé;4;3;5
résulter;0;0;12
rédaction;1;0;8
récurrent;3;0;3
récent;1;3;7
roland;4;0;0
reuters;0;10;0
retourner;5;2;4
renforcement;10;1;1
reconnaissance;4;3;5
rationalisation;0;0;10
pénétrer;7;1;4
publicité;0;1;11
prétendre;3;1;8
précipiter;11;0;0
protester;3;7;1
prolétarien;9;0;2
prolétaire;1;0;11
procédure;5;6;1
positif;1;0;11
plaindre;7;5;0
permanent;9;0;3
perfectionnement;0;0;12
people;3;1;0
passager;1;2;8
parallèlement;4;0;8
newcomen;0;0;12
neuf;8;0;3
médical;6;1;4
morale;6;0;6
militantisme;1;8;0
mhistoire;3;2;2
masculin;4;0;8
marin;7;0;3
luxemburg;10;0;0
littéraire;4;4;4
limité;5;1;5
laws;0;0;12
koutchma;0;12;0
juif;10;0;1
jenny;0;0;12
jazeera;0;10;0
jacob;0;1;3
isaac;1;0;8
intéresser;1;0;11
institutionnel;1;0;11
infini;3;0;6
industrialiser;0;0;12
indulgent;8;1;0
imprimerie;2;0;10
immoler;0;10;0
ignorer;8;0;2
géopolitique;2;2;3
guère;6;0;6
guillaume;4;0;1
global;4;2;6
gisèle;0;10;1
fusiller;12;0;0
frapper;8;0;3
fossile;0;0;12
fertile;0;0;11
fernand;0;0;9
exclusivement;3;0;6
esclave;3;0;7
emporter;6;0;1
effondrement;9;0;3
ecclésiastique;4;0;8
détroit;10;0;0
désordre;6;4;2
désirer;5;0;3
dépression;6;0;6
démographie;0;0;12
déchu;3;9;0
douane;5;0;6
domestique;1;0;10
disposition;3;8;1
discuter;6;1;5
dictateur;5;5;1
darby;0;0;8
crédit;3;1;5
croître;1;1;10
cordelier;8;0;0
convergence;2;0;10
convaincre;6;0;6
contraint;3;0;9
constater;8;0;4
consister;2;1;9
conseiller;9;2;1
confisquer;6;3;3
conduite;6;0;3
combattre;8;1;2
coke;0;0;10
civique;9;0;3
chicago;1;4;3
cheval;0;0;10
chercheur;4;1;7
californie;3;2;4
bruno;2;2;5
brian;0;4;2
bourguiba;1;11;0
bouleverser;1;0;11
bordeaux;5;1;4
bill;2;2;3
benoît;1;4;7
beauvoir;0;10;2
bassin;0;4;8
avancer;2;1;9
assignat;4;0;6
arendt;0;0;4
apport;0;0;12
ambassadeur;2;10;0
alimentation;2;0;10
aggraver;9;0;2
adulte;1;0;9
adresse;4;0;2
acheter;0;0;12
accéder;6;1;5
accueil;2;3;0
aborder;0;2;9
abondant;0;0;12
île;4;2;5
évacuer;7;1;3
équipe;2;3;4
épidémie;3;1;7
émigré;11;0;0
éditeur;6;1;0
voltaire;1;0;10
varsovie;11;0;0
vaincre;10;0;1
tymochenko;0;11;0
tuilerie;9;0;2
trotsky;7;0;0
transmettre;0;1;10
trace;3;0;7
tisser;0;0;11
théorique;2;0;8
thompson;0;0;6
texas;1;0;3
temporaire;2;1;8
taxe;4;0;7
sûr;3;0;2
sédentaire;0;0;11
synthèse;4;0;4
survenir;4;0;7
suggérer;3;0;8
suffisamment;2;1;7
successif;6;2;3
statistique;2;1;6
stamp;8;0;0
square;7;0;0
soirée;1;5;2
singularité;0;0;11
significatif;6;0;5
sauvage;1;1;8
résolution;11;0;0
réserver;1;1;9
régulation;2;0;9
régler;8;1;2
rostow;0;0;11
ronald;4;1;2
rockefeller;0;0;10
respecter;6;1;3
reposer;3;0;8
recul;1;0;10
reconstruction;8;1;2
rail;0;0;11
quête;1;0;8
pénal;6;2;0
prêter;8;2;1
préfigurer;2;0;9
proprement;0;1;9
proposition;9;1;0
portée;5;1;5
pornographique;3;0;6
polonais;6;1;3
pologne;10;0;0
pogrom;10;0;1
planétaire;0;0;11
planning;4;1;4
plaisir;1;1;6
photo;2;2;6
peupler;4;0;7
peter;3;0;3
peinture;2;0;9
passif;5;0;5
palmer;0;0;7
ong;1;8;1
obligatoire;5;0;6
neutre;3;2;6
nettement;3;0;5
mêler;5;0;3
mongolie;11;0;0
modification;3;1;6
modern;2;1;1
mentalité;0;1;10
maximum;5;1;4
marine;4;1;4
maoïstes;9;1;0
malia;3;0;3
liaison;1;2;8
lester;0;0;10
kronstadt;10;0;0
kornilov;9;0;0
kepler;0;0;10
jouir;5;0;5
jack;0;0;7
inédit;1;0;9
interdit;6;0;5
inquiéter;2;0;9
initialement;4;2;4
inflation;0;0;11
inclure;2;0;8
impérialisme;8;0;3
impulsion;5;0;3
hôpital;7;2;1
héritage;10;0;0
house;1;7;0
hall;6;0;4
halimi;0;10;1
générateur;0;0;9
généraliser;0;0;11
godbout;10;0;1
garantir;2;0;9
fédéralistes;11;0;0
frederick;2;0;9
fixe;5;0;6
faciliter;1;0;10
extrêmement;3;0;8
exposition;1;0;7
euro;2;5;3
entretien;1;2;6
emprisonner;9;1;1
efficacité;0;0;11
détail;1;3;3
dépendre;3;0;7
déchristianisation;8;0;0
dur;4;6;0
domenach;5;1;2
documentaire;0;5;0
diplomatie;5;4;2
demeurer;2;1;8
cèdre;2;6;0
cylindre;0;0;9
cyber;0;10;0
cubain;10;0;0
crucial;0;1;10
couche;6;0;5
copie;0;0;8
contre_culture;7;0;4
conscient;3;2;6
confort;0;0;11
composant;0;2;9
comparaison;3;1;4
commissaire;11;0;0
classique;0;2;5
clairement;1;2;7
ciel;1;0;9
catherine;0;4;4
caravane;0;8;1
caetano;11;0;0
briser;4;0;5
book;2;0;2
bloquer;2;7;2
biais;3;2;6
belge;1;0;9
baron;3;0;8
aussitôt;3;3;5
au_delà;6;1;4
assumer;7;0;4
assassiner;11;0;0
antérieur;1;1;9
anniversaire;8;2;1
aménagement;0;1;8
amorcer;2;0;9
alliance;11;0;0
akaïev;1;10;0
actuellement;4;2;4
accusation;8;3;0
accessible;2;1;8
abraham;0;0;6
étroit;2;1;7